"編號","管制編號","裁處時間","管轄縣市","裁處書字號","違反時間","違反法令","裁罰金額","是否訴願","審議機關","訴願結果","陳情結果","違規人名稱","裁處公司名稱","事業名稱","地址","縣市","鄉鎮","行業別","所屬工業區","列管類別","機構地址","東經","北緯","更正後X","更正後Y","列管狀況","事業別","鄉鎮別","流域別"
163,"J5801957","2016/10/12","新竹縣","30-105-100008","2015/9/24","水污染防治法第19條",60000,"否","","","","昌益大溪地社區","昌益大溪地社區","昌益大溪地社區","新竹縣竹東鎮中興路二段一五二巷六○號","新竹縣","竹東鎮","廢（污）水處理業","非屬工業區類","水污染;","",,,,,"","","",""
164,"J58097002115","2014/11/26","新竹縣","30-103-110004","2014/9/15","水污染防治法第7條第1項",140000,"否","","","","放翁清境社區污水下水道系統","放翁清境社區管理委員會","","","","","","","","",,,,,"","","",""
165,"J58097002115","2014/11/26","新竹縣","30-103-110005","2014/9/15","水污染防治法第19條",60000,"否","","","","放翁清境社區污水下水道系統","放翁清境社區管理委員會","","","","","","","","",,,,,"","","",""
166,"J58097002115","2014/5/19","新竹縣","30-103-050016","2014/3/31","水污染防治法第7條第1項",230000,"否","","","","放翁清境社區污水下水道系統","放翁清境社區管理委員會","","","","","","","","",,,,,"","","",""
167,"J58097002115","2014/5/19","新竹縣","30-103-050018","2014/3/31","水污染防治法第14條第2項",10000,"否","","","","放翁清境社區污水下水道系統","放翁清境社區管理委員會","","","","","","","","",,,,,"","","",""
168,"J5805240","2015/4/28","新竹縣","30-104-040013","2015/2/26","水污染防治法第7條第1項",60000,"否","","","","富林護理之家","富林護理之家","富林護理之家","新竹縣竹東鎮陸豐里荳子埔５５之９號","新竹縣","竹東鎮","居住型照顧服務業(居住型護理照顧服務業)","非屬工業區類","廢棄物;","",,,,,"","","",""
169,"J5805277","2015/1/6","新竹縣","30-104-010006","2014/10/20","水污染防治法第18條，水污染防治措施及檢測申報管理辦法第17條",10000,"否","","","","大山土石股份有限公司","大山土石股份有限公司","大山土石股份有限公司","新竹縣竹東鎮員山里員山路７５０號","新竹縣","竹東鎮","砂、石及黏土採取業(砂、石及黏土採取業)","非屬工業區類","空氣污染;水污染;廢棄物;","新竹縣竹東鎮員山里員山路750號",254566,2742276,254566,2742276,"屬於水污法定義範圍內之列管事業","土石加工業","竹東鎮","頭前溪"
170,"J5805688","2016/9/14","新竹縣","30-105-090002","2016/8/2","水污染防治法第22條，水污染防治措施及檢測申報管理辦法第93條第1項",6000,"否","","","","竹信醫院","竹信醫院","竹信醫院","新竹縣竹東鎮仁愛路１９６號","新竹縣","竹東鎮","醫院(醫院)","非屬工業區類","水污染;廢棄物;","新竹縣竹東鎮雞林里仁愛路196號",259200,2736351,259200,2736351,"屬於水污法定義範圍內之列管事業","醫院、醫事機構","竹東鎮","頭前溪"
171,"J5804707","2014/6/4","新竹縣","30-103-060001","2014/2/24","水污染防治法第14條第2項",10000,"否","","","","旭磊科技股份有限公司工業二路廠","旭磊科技股份有限公司","","","","","","","","",,,,,"","","",""
172,"J58A1700","2016/8/3","新竹縣","30-105-080006","2016/5/23","水污染防治法第22條，水污染防治措施及檢測申報管理辦法第93條第1項第2款",6000,"否","","","","新竹縣政府-新竹縣竹東鎮水資源回收中心","新竹縣政府-新竹縣竹東鎮水資源回收中心","新竹縣政府-新竹縣竹東鎮水資源回收中心","新竹縣竹東鎮榮華里水資路２９９號","新竹縣","竹東鎮","廢（污）水處理業(廢（污）水處理業)","非屬工業區類","水污染;廢棄物;","",,,,,"","","",""
173,"J58A1700","2014/12/8","新竹縣","30-103-120009","2014/9/19","水污染防治法第7條第1項",160000,"否","","","","新竹縣政府-新竹縣竹東鎮水資源回收中心","新竹縣政府-新竹縣竹東鎮水資源回收中心","新竹縣政府-新竹縣竹東鎮水資源回收中心","新竹縣竹東鎮榮華里水資路２９９號","新竹縣","竹東鎮","廢（污）水處理業(廢（污）水處理業)","非屬工業區類","水污染;廢棄物;","",,,,,"","","",""
174,"J58A1700","2013/9/2","新竹縣","30-102-090001","2013/6/20","水污染防治法第7條第1項",170000,"否","","","","新竹縣政府-新竹縣竹東鎮水資源回收中心","新竹縣政府-新竹縣竹東鎮水資源回收中心","新竹縣政府-新竹縣竹東鎮水資源回收中心","新竹縣竹東鎮榮華里水資路２９９號","新竹縣","竹東鎮","廢（污）水處理業(廢（污）水處理業)","非屬工業區類","水污染;廢棄物;","",,,,,"","","",""
175,"J58097002375","2015/7/28","新竹縣","30-104-070011","2015/4/28","環境保護專責單位或人員設置及管理辦法第13條，水污染防治法第21條",10000,"否","","","","明興光電股份有限公司中興廠","明興光電股份有限公司","","","","","","","","",,,,,"","","",""
176,"J58097002375","2015/7/15","新竹縣","30-104-070006","2015/6/2","水污染防治法第21條，環境保護專責單位或人員設置及管理辦法第13條",10000,"否","","","資料鍵入錯誤","明興光電股份有限公司中興廠","明興光電股份有限公司","","","","","","","","",,,,,"","","",""
177,"J58097002375","2015/7/15","新竹縣","30-104-070007","2015/4/28","環境保護專責單位或人員設置及管理辦法第13條，水污染防治法第21條",10000,"否","","","資料鍵入錯誤","明興光電股份有限公司中興廠","明興光電股份有限公司","","","","","","","","",,,,,"","","",""
178,"J58A2253","2015/1/22","新竹縣","30-104-010024","2014/12/12","水污染防治法第18條，水污染防治措施及檢測申報管理辦法第8條",10000,"否","","","","富和有限公司","富和有限公司","富和有限公司","新竹縣竹東鎮員崠里１號","新竹縣","竹東鎮","其他非金屬礦物製品製造業(未分類其他非金屬礦物製品製造業)","非屬工業區類","空氣污染;廢棄物;","",,,,,"","","",""
179,"J58A2253","2015/1/21","新竹縣","30-104-010021","2014/12/12","水污染防治法第20條第1項",30000,"否","","","","富和有限公司","富和有限公司","富和有限公司","新竹縣竹東鎮員崠里１號","新竹縣","竹東鎮","其他非金屬礦物製品製造業(未分類其他非金屬礦物製品製造業)","非屬工業區類","空氣污染;廢棄物;","",,,,,"","","",""
180,"J58A2253","2012/7/10","新竹縣","30-101-070004","2012/5/31","水污染防治法第8條，水污染防治法第55條，水污染防治法第73條第1項第8款，水污染防治法第73條第1項第1款，水污染防治法第20條",600000,"否","","","","富和有限公司","富和有限公司","富和有限公司","新竹縣竹東鎮員崠里１號","新竹縣","竹東鎮","其他非金屬礦物製品製造業(未分類其他非金屬礦物製品製造業)","非屬工業區類","空氣污染;廢棄物;","",,,,,"","","",""
181,"J58A3706","2016/9/10","新竹縣","30-105-090001","2016/7/20","水污染防治法第7條第1項",240000,"否","","","","台灣村上有限公司","台灣村上有限公司","台灣村上有限公司","新竹縣竹東鎮頭重里中興路四段３７２之２號１樓","新竹縣","竹東鎮","其他電子零組件製造業(未分類其他電子零組件製造業)","其他工業區","空氣污染;水污染;廢棄物;","新竹縣竹東鎮頭重里中興路四段372-2號1樓",255082,2741510,255082,2741510,"屬於水污法定義範圍內之列管事業","其他工業","竹東鎮","頭前溪"
182,"J58A4160","2016/9/14","新竹縣","30-105-090003","2016/8/2","水污染防治法第22條，水污染防治措施及檢測申報管理辦法第93條第1項",6000,"否","","","","楷颺科技股份有限公司","楷颺科技股份有限公司","楷颺科技股份有限公司","新竹縣竹東鎮中山路１１３號","新竹縣","竹東鎮","暫無分類","非屬工業區類","水污染;","新竹縣竹東鎮中山路113號",259747,2736212,259747,2736212,"屬於水污法定義範圍內之列管事業","金屬表面處理業","竹東鎮","頭前溪"
183,"A34097000955","2015/10/8","環保署","32-104-100002","2014/6/18","土壤及地下水污染整治法第12條第3項",150000,"否","","","","台亞石油湖口北上加油站","台亞石油股份有限公司","","","","","","","","",,,,,"","","",""
184,"A34097000955","2015/7/15","新竹縣","32-104-070001","2015/6/9","土壤及地下水污染整治法第38條第2項第3款",200000,"否","","","","台亞石油湖口南下加油站","台亞石油股份有限公司","","","","","","","","",,,,,"","","",""
185,"J5900035","2015/10/5","環保署","32-104-100001","2014/6/18","土壤及地下水污染整治法第12條第3項",150000,"否","","","資料鍵入錯誤","台亞石油湖口北上加油站","台亞石油湖口北上加油站","台亞石油湖口北上加油站","新竹縣湖口鄉鳳山村榮光路１５８之１號","新竹縣","湖口鄉","燃料零售業(加油（氣）站業)","非屬工業區類","空氣污染;","",,,,,"","","",""
186,"A35A0488","2013/3/5","新竹縣","30-102-030001","2012/12/12","水污染防治法第18條",10000,"否","","","","中日金屬化工股份有限公司新竹工廠","中日金屬化工股份有限公司","","","","","","","","",,,,,"","","",""
187,"J5900222","2013/2/19","新竹縣","30-102-020003","2012/12/12","水污染防治法第18條",10000,"否","","","資料鍵入錯誤","中日金屬化工股份有限公司新竹工廠","中日金屬化工股份有限公司新竹工廠","中日金屬化工股份有限公司新竹工廠","新竹縣湖口鄉鳳山村光復北路１０６號","新竹縣","湖口鄉","金屬加工處理業(金屬表面處理業)","新竹擴大工業區","空氣污染;水污染;廢棄物;毒性化學物質;","新竹縣湖口鄉鳳山村光復北路106號",251381,2750205,251381,2750205,"屬於水污法定義範圍內之列管事業","金屬表面處理業","湖口鄉","新豐溪"
188,"J5900259","2013/7/30","新竹縣","30-102-070008","2013/4/15","水污染防治法第7條第1項，水污染防治法第14條，水污染防治法第18條",210000,"否","","","","中發工業股份有限公司","中發工業股份有限公司","中發工業股份有限公司","新竹縣湖口鄉勝利村四維路３號","新竹縣","湖口鄉","金屬加工處理業(金屬熱處理業)","新竹擴大工業區","空氣污染;水污染;廢棄物;","新竹縣湖口鄉四維路3號",252366,2750680,252366,2750680,"屬於水污法定義範圍內之列管事業","其他工業","湖口鄉","新豐溪"
189,"J5900357","2016/4/11","新竹縣","30-105-040001","2016/2/24","水污染防治法第14條第2項",10000,"否","","","","台惟工業股份有限公司","台惟工業股份有限公司","台惟工業股份有限公司","新竹縣湖口鄉中興村光復路１４號","新竹縣","湖口鄉","汽車零件製造業(汽車零件製造業)","新竹擴大工業區","空氣污染;水污染;廢棄物;","新竹縣湖口鄉中興村光復路14號",252803,2751470,252803,2751470,"屬於水污法定義範圍內之列管事業","金屬表面處理業","湖口鄉","新豐溪"
190,"J5900642","2015/10/8","新竹縣","30-104-100004","2015/8/27","水污染防治法第7條第1項",130000,"否","","","","奇力新電子股份有限公司","奇力新電子股份有限公司","奇力新電子股份有限公司","新竹縣湖口鄉和興村德興路３０１巷２９號","新竹縣","湖口鄉","被動電子元件製造業(被動電子元件製造業)","非屬工業區類","空氣污染;水污染;廢棄物;","新竹縣湖口鄉和興村德興路301巷29號",254219,2756372,254219,2756372,"屬於水污法定義範圍內之列管事業","金屬表面處理業","湖口鄉","新豐溪"
191,"J5900642","2015/7/28","新竹縣","30-104-070012","2015/6/4","水污染防治法第7條第1項",110000,"否","","","","奇力新電子股份有限公司","奇力新電子股份有限公司","奇力新電子股份有限公司","新竹縣湖口鄉和興村德興路３０１巷２９號","新竹縣","湖口鄉","被動電子元件製造業(被動電子元件製造業)","非屬工業區類","空氣污染;水污染;廢棄物;","新竹縣湖口鄉和興村德興路301巷29號",254219,2756372,254219,2756372,"屬於水污法定義範圍內之列管事業","金屬表面處理業","湖口鄉","新豐溪"
192,"J5900642","2014/7/4","新竹縣","30-103-070003","2014/4/2","水污染防治法第7條第1項",140000,"否","","","","奇力新電子股份有限公司","奇力新電子股份有限公司","奇力新電子股份有限公司","新竹縣湖口鄉和興村德興路３０１巷２９號","新竹縣","湖口鄉","被動電子元件製造業(被動電子元件製造業)","非屬工業區類","空氣污染;水污染;廢棄物;","新竹縣湖口鄉和興村德興路301巷29號",254219,2756372,254219,2756372,"屬於水污法定義範圍內之列管事業","金屬表面處理業","湖口鄉","新豐溪"
193,"J5900642","2013/12/30","新竹縣","30-102-120012","2013/10/24","水污染防治法第7條第1項",80000,"否","","","","奇力新電子股份有限公司","奇力新電子股份有限公司","奇力新電子股份有限公司","新竹縣湖口鄉和興村德興路３０１巷２９號","新竹縣","湖口鄉","被動電子元件製造業(被動電子元件製造業)","非屬工業區類","空氣污染;水污染;廢棄物;","新竹縣湖口鄉和興村德興路301巷29號",254219,2756372,254219,2756372,"屬於水污法定義範圍內之列管事業","金屬表面處理業","湖口鄉","新豐溪"
194,"J5900777","2015/7/20","新竹縣","30-104-070009","2015/6/4","水污染防治措施及檢測申報管理辦法第52條，水污染防治法第18條",120000,"否","","","","建成機械股份有限公司","建成機械股份有限公司","建成機械股份有限公司","新竹縣湖口鄉鳳山村中華路１號","新竹縣","湖口鄉","金屬容器製造業(鍋爐、金屬貯槽及壓力容器製造業)","新竹工業區","空氣污染;水污染;廢棄物;","新竹縣湖口鄉鳳山村中華路1號",250353,2750646,250353,2750646,"屬於水污法定義範圍內之列管事業","其他工業","湖口鄉","新豐溪"
195,"A35097022096","2012/9/19","新竹縣","30-101-090004","2012/5/15","水污染防治法第18條，水污染防治措施及檢測申報管理辦法第4條，水污染防治措施及檢測申報管理辦法第50條",10000,"否","","","","佳乳食品股份有限公司","佳乳食品股份有限公司","","","","","","","","新竹縣湖口鄉湖南村光復路7號",254049,2751753,254049,2751753,"屬於水污法定義範圍內之列管事業","醱酵業","湖口鄉","新豐溪"
196,"J5900884","2015/5/7","苗栗縣","30-104-050005","2015/1/19","水污染防治法第7條第1項",80000,"否","","","","錸德科技股份有限公司苗栗廠","錸德科技股份有限公司","錸德科技股份有限公司","新竹縣湖口鄉中興村光復北路４２號","新竹縣","湖口鄉","資料儲存媒體製造業(資料儲存媒體製造業)","新竹擴大工業區","水污染;廢棄物;毒性化學物質;","新竹縣湖口鄉新竹工業區光復北路４２號",252020.4,2752381.4,252020.4,2752381.4,"屬於水污法定義範圍內之列管事業","其他工業","湖口鄉","新豐溪"
197,"J5900928","2015/1/6","新竹縣","30-104-010004","2014/11/5","水污染防治法第18條，水污染防治措施及檢測申報管理辦法第4條",10000,"否","","","","佳乳食品股份有限公司","佳乳食品股份有限公司","佳乳食品股份有限公司","新竹縣湖口鄉湖南村光復路７號","新竹縣","湖口鄉","乳品製造業(乳品製造業)","新竹工業區","空氣污染;水污染;廢棄物;","新竹縣湖口鄉湖南村光復路7號",254049,2751753,254049,2751753,"屬於水污法定義範圍內之列管事業","醱酵業","湖口鄉","新豐溪"
198,"J5901078","2015/2/9","新竹縣","30-104-020005","2015/1/19","水污染防治法第18條，水污染防治措施及檢測申報管理辦法第7條",10000,"否","","","","華友材料科技股份有限公司","華友材料科技股份有限公司","華友材料科技股份有限公司","新竹縣湖口鄉鳳山村工業五路２號","新竹縣","湖口鄉","其他金屬製品製造業(金屬彈簧製造業)","新竹擴大工業區","空氣污染;水污染;廢棄物;","新竹縣湖口鄉鳳山村工業五路2號",251584,2750114,251584,2750114,"屬於水污法定義範圍內之列管事業","金屬基本工業","湖口鄉","新豐溪"
199,"J5901078","2014/8/20","新竹縣","30-103-080004","2014/6/30","水污染防治法第18條，水污染防治措施及檢測申報管理辦法第52條",120000,"否","","","","華友材料科技股份有限公司","華友材料科技股份有限公司","華友材料科技股份有限公司","新竹縣湖口鄉鳳山村工業五路２號","新竹縣","湖口鄉","其他金屬製品製造業(金屬彈簧製造業)","新竹擴大工業區","空氣污染;水污染;廢棄物;","新竹縣湖口鄉鳳山村工業五路2號",251584,2750114,251584,2750114,"屬於水污法定義範圍內之列管事業","金屬基本工業","湖口鄉","新豐溪"
200,"J5901185","2016/1/4","新竹縣","30-105-010007","2015/10/30","水污染防治法第18條(之1)",1428000,"否","","","","裕器工業股份有限公司","裕器工業股份有限公司","裕器工業股份有限公司","新竹縣湖口鄉鳳山村新竹工業區文化路２３號","新竹縣","湖口鄉","塑膠製品製造業(其他塑膠製品製造業)","新竹工業區","空氣污染;水污染;廢棄物;毒性化學物質;","新竹縣湖口鄉鳳山村文化路23號",252148,2750315,252148,2750315,"屬於水污法定義範圍內之列管事業","其他工業","湖口鄉","新豐溪"
201,"A3804956","2014/5/19","新竹縣","30-103-050017","2014/4/14","水污染防治法第18條，水污染防治措施及檢測申報管理辦法第52條",150000,"否","","","","久聯化學工業股份有限公司","久聯化學工業股份有限公司","","","","","","","","新竹縣湖口鄉湖口村祥喜路88號",301488,2771891,301488,2771891,"屬於水污法定義範圍內之列管事業","化工業","湖口鄉","新豐溪"
202,"F02A2907","2014/3/10","新竹縣","30-103-030006","2013/11/29","水污染防治法第7條第1項，水污染防治法第18條",230000,"否","","","","四維創新材料股份有限公司新竹工廠","四維創新材料股份有限公司","","","","","","","","",,,,,"","","",""
203,"H43097006888","2014/6/6","新竹縣","30-103-060002","2013/6/24","水污染防治法第7條第1項",170000,"否","","","","台灣山葉機車工業股份有限公司新竹工廠","台灣山葉機車工業股份限公司","","","","","","","","",,,,,"","","",""
204,"H43097006888","2013/4/25","新竹縣","30-102-040007","2013/1/20","水污染防治法第7條第1項，水污染防治法第18條",230000,"否","","","","台灣山葉機車工業股份有限公司新竹工廠","台灣山葉機車工業股份限公司","","","","","","","","",,,,,"","","",""
205,"H43097006888","2013/4/19","新竹縣","30-102-040005","2013/1/20","水污染防治法第28條第1項",230000,"否","","","","台灣山葉機車工業股份有限公司新竹工廠","台灣山葉機車工業股份限公司","","","","","","","","",,,,,"","","",""
206,"J5901318","2015/9/10","新竹縣","30-104-090005","2015/7/27","水污染防治措施及檢測申報管理辦法第4條，水污染防治法第18條",10000,"否","","","","豐裕股份有限公司","豐裕股份有限公司","豐裕股份有限公司","新竹縣湖口鄉湖南村１０鄰光復路６之１號","新竹縣","湖口鄉","塑膠製品製造業(其他塑膠製品製造業)","新竹擴大工業區","空氣污染;水污染;廢棄物;","新竹縣湖口鄉光復路6-1號",253492,2751638,253492,2751638,"屬於水污法定義範圍內之列管事業","其他工業","湖口鄉","新豐溪"
207,"J5901354","2017/1/4","新竹縣","30-106-010002","2016/9/23","水污染防治法第7條第1項",210000,"否","環保署訴願會","","","經濟部工業局新竹工業區服務中心","經濟部工業局新竹工業區服務中心","經濟部工業局新竹工業區服務中心","新竹縣湖口鄉鳳山村自強路９號","新竹縣","湖口鄉","清潔服務業","新竹工業區","水污染;廢棄物;毒性化學物質;","",,,,,"","","",""
208,"J5901354","2015/1/8","新竹縣","30-104-010012","2014/10/17","水污染防治法第7條第1項",200000,"否","","","","經濟部工業局新竹工業區服務中心","經濟部工業局新竹工業區服務中心","經濟部工業局新竹工業區服務中心","新竹縣湖口鄉鳳山村自強路９號","新竹縣","湖口鄉","清潔服務業","新竹工業區","水污染;廢棄物;毒性化學物質;","",,,,,"","","",""
209,"J5901354","2015/1/8","新竹縣","30-104-010009","2014/10/15","水污染防治法第7條第1項",170000,"否","","","","經濟部工業局新竹工業區服務中心","經濟部工業局新竹工業區服務中心","經濟部工業局新竹工業區服務中心","新竹縣湖口鄉鳳山村自強路９號","新竹縣","湖口鄉","清潔服務業","新竹工業區","水污染;廢棄物;毒性化學物質;","",,,,,"","","",""
210,"J5901354","2015/1/8","新竹縣","30-104-010010","2014/10/15","水污染防治法第7條第1項",170000,"否","","","","經濟部工業局新竹工業區服務中心","經濟部工業局新竹工業區服務中心","經濟部工業局新竹工業區服務中心","新竹縣湖口鄉鳳山村自強路９號","新竹縣","湖口鄉","清潔服務業","新竹工業區","水污染;廢棄物;毒性化學物質;","",,,,,"","","",""
211,"J5901354","2014/12/2","新竹縣","30-103-120002","2014/9/24","水污染防治法第19條",60000,"否","","","","經濟部工業局新竹工業區服務中心","經濟部工業局新竹工業區服務中心","經濟部工業局新竹工業區服務中心","新竹縣湖口鄉鳳山村自強路９號","新竹縣","湖口鄉","清潔服務業","新竹工業區","水污染;廢棄物;毒性化學物質;","",,,,,"","","",""
212,"J5901354","2013/9/13","新竹縣","30-102-090005","2013/5/20","水污染防治法第7條第1項，水污染防治法第19條，水污染防治法第28條",330000,"否","","","","經濟部工業局新竹工業區服務中心","經濟部工業局新竹工業區服務中心","經濟部工業局新竹工業區服務中心","新竹縣湖口鄉鳳山村自強路９號","新竹縣","湖口鄉","清潔服務業","新竹工業區","水污染;廢棄物;毒性化學物質;","",,,,,"","","",""
213,"J5901381","2015/10/8","新竹縣","30-104-100005","2015/8/10","水污染防治法第7條第1項，水污染防治法第28條",170000,"否","","","","久聯化學工業股份有限公司","久聯化學工業股份有限公司","久聯化學工業股份有限公司","新竹縣湖口鄉湖口村祥喜路８８號","新竹縣","湖口鄉","其他化學製品製造業(其他化學製品製造業)","非屬工業區類","空氣污染;水污染;廢棄物;毒性化學物質;","新竹縣湖口鄉湖口村祥喜路88號",301488,2771891,301488,2771891,"屬於水污法定義範圍內之列管事業","化工業","湖口鄉","新豐溪"
214,"J5901381","2015/6/3","新竹縣","30-104-060001","2015/4/16","水污染防治法第7條第1項",170000,"否","","","","久聯化學工業股份有限公司","久聯化學工業股份有限公司","久聯化學工業股份有限公司","新竹縣湖口鄉湖口村祥喜路８８號","新竹縣","湖口鄉","其他化學製品製造業(其他化學製品製造業)","非屬工業區類","空氣污染;水污染;廢棄物;毒性化學物質;","新竹縣湖口鄉湖口村祥喜路88號",301488,2771891,301488,2771891,"屬於水污法定義範圍內之列管事業","化工業","湖口鄉","新豐溪"
215,"J5901407","2014/1/28","新竹縣","30-103-010013","2013/11/29","水污染防治法第7條第1項，水污染防治法第18條",230000,"否","","","資料鍵入錯誤","四維創新材料股份有限公司新竹工廠","四維創新材料股份有限公司新竹工廠","四維創新材料股份有限公司新竹工廠","新竹縣湖口鄉鳳山村大同路３６號","新竹縣","湖口鄉","塑膠製品製造業(其他塑膠製品製造業)","新竹工業區","空氣污染;水污染;廢棄物;毒性化學物質;","新竹縣湖口鄉鳳山村大同路36號",250109,2751529,250109,2751529,"屬於水污法定義範圍內之列管事業","其他工業","湖口鄉","新豐溪"
216,"J5901596","2015/7/21","新竹縣","30-104-070010","2015/5/25","水污染防治法第7條第1項",110000,"否","","","","和隆興業股份有限公司新竹廠","和隆興業股份有限公司","和隆興業股份有限公司","新竹縣湖口鄉湖南村中山路一段２號","新竹縣","湖口鄉","耐火、黏土建築材料及陶瓷製品製造業(黏土建築材料製造業)","非屬工業區類","空氣污染;水污染;廢棄物;","",,,,,"","","",""
217,"J5901596","2015/7/17","新竹縣","30-104-070008","2015/5/21","水污染防治法第7條第1項",60000,"否","","","","和隆興業股份有限公司新竹廠","和隆興業股份有限公司","和隆興業股份有限公司","新竹縣湖口鄉湖南村中山路一段２號","新竹縣","湖口鄉","耐火、黏土建築材料及陶瓷製品製造業(黏土建築材料製造業)","非屬工業區類","空氣污染;水污染;廢棄物;","",,,,,"","","",""
218,"J5901596","2015/7/3","新竹縣","30-104-070001","2015/5/25","水污染防治法第7條第1項",110000,"否","","","資料鍵入錯誤","和隆興業股份有限公司新竹廠","和隆興業股份有限公司","和隆興業股份有限公司","新竹縣湖口鄉湖南村中山路一段２號","新竹縣","湖口鄉","耐火、黏土建築材料及陶瓷製品製造業(黏土建築材料製造業)","非屬工業區類","空氣污染;水污染;廢棄物;","",,,,,"","","",""
219,"J5901596","2014/7/28","新竹縣","30-103-070007","2014/5/14","水污染防治法第18條",120000,"否","","","","和隆興業股份有限公司新竹廠","和隆興業股份有限公司","和隆興業股份有限公司","新竹縣湖口鄉湖南村中山路一段２號","新竹縣","湖口鄉","耐火、黏土建築材料及陶瓷製品製造業(黏土建築材料製造業)","非屬工業區類","空氣污染;水污染;廢棄物;","",,,,,"","","",""
220,"J5901603","2012/11/12","新竹縣","30-101-110001","2012/9/24","水污染防治法第28條第1項",150000,"否","","","","權亞石材股份有限公司","權亞石材股份有限公司","權亞石材股份有限公司","新竹縣湖口鄉中興村光復北路３８、４０號","新竹縣","湖口鄉","石材製品製造業(石材製品製造業)","新竹工業區","空氣污染;水污染;廢棄物;","新竹縣湖口鄉中興村光復北路38號、40號",251696,2751939,251696,2751939,"屬於水污法定義範圍內之列管事業","土石加工業","湖口鄉","新豐溪"
221,"J5901621","2017/3/16","新竹縣","30-106-030006","2016/11/21","水污染防治法第21條第2項，廢(污)水處理專責單位或人員設置及管理辦法第21條第2項",10000,"否","","","","金山電能科技股份有限公司","金山電能科技股份有限公司","金山電能科技股份有限公司","新竹縣湖口鄉中勢村中正路二段２１１號","新竹縣","湖口鄉","電池製造業(電池製造業)","非屬工業區類","水污染;廢棄物;毒性化學物質;","新竹縣湖口鄉中勢村中正路2段211號",254385,2753875,254385,2753875,"屬於水污法定義範圍內之列管事業","金屬表面處理業","湖口鄉","新豐溪"
222,"J5901738","2016/8/3","新竹縣","30-105-080002","2016/5/20","水污染防治法第30條第1項第2款",30000,"否","","","","三皇化工企業股份有限公司","三皇化工企業股份有限公司","三皇化工企業股份有限公司","新竹縣湖口鄉鳳山村復興路２８號","新竹縣","湖口鄉","合成樹脂、塑膠及橡膠製造業(合成樹脂及塑膠製造業)","新竹工業區","空氣污染;水污染;廢棄物;毒性化學物質;","新竹縣湖口鄉鳳山村復興路28號",250438,2751308,250438,2751308,"屬於水污法定義範圍內之列管事業","化工業","湖口鄉","新豐溪"
223,"J5901890","2013/7/19","新竹縣","30-102-070002","2013/5/2","水污染防治法第18條",120000,"否","","","","濟生化學製藥廠股份有限公司","濟生化學製藥廠股份有限公司","濟生化學製藥廠股份有限公司","新竹縣湖口鄉勝利村實踐路３號","新竹縣","湖口鄉","清潔用品製造業(清潔用品製造業)","新竹工業區","空氣污染;水污染;廢棄物;毒性化學物質;","新竹縣湖口鄉勝利村實踐路3號",251050,2751597,251050,2751597,"屬於水污法定義範圍內之列管事業","藥品製造業","湖口鄉","新豐溪"
224,"J5901916","2014/9/12","臺中市","30-103-090016","2014/7/25","水污染防治法第7條第1項",70000,"否","","","","天弘化學股份有限公司台中分廠","天弘化學股份有限公司","天弘化學股份有限公司","新竹縣湖口鄉鳳山村文化路１１號","新竹縣","湖口鄉","基本化學材料製造業(基本化學材料製造業)","新竹工業區","空氣污染;水污染;廢棄物;毒性化學物質;","新竹縣湖口鄉鳳山村文化路11號",251179,2750904,251179,2750904,"屬於水污法定義範圍內之列管事業","化工業","湖口鄉","新豐溪"
225,"J5902137","2015/7/9","新竹縣","30-104-070003","2015/6/8","水污染防治措施及檢測申報管理辦法第4條，水污染防治法第18條",10000,"否","","","","健喬信元醫藥生技股份有限公司健喬廠","健喬信元醫藥生技股份有限公司","健喬信元醫藥生技股份有限公司","新竹縣湖口鄉工業區光復北路２１巷４號","新竹縣","湖口鄉","藥品及醫用化學製品製造業(西藥製造業)","新竹工業區","空氣污染;水污染;廢棄物;毒性化學物質;","新竹縣湖口鄉湖南村光復北路21巷4號",252675,2751950,252675,2751950,"屬於水污法定義範圍內之列管事業","藥品製造業","湖口鄉","新豐溪"
226,"A36097008097","2014/3/14","新竹縣","30-103-030008","2013/12/16","水污染防治法第18條，水污染防治法第7條第1項",230000,"否","","","","友發化工股份有限公司新竹廠","友發化工股份有限公司","","","","","","","","",,,,,"","","",""
227,"A36097008097","2014/3/10","新竹縣","30-103-030007","2013/12/12","水污染防治法第7條第1項，水污染防治法第18條",330000,"否","","","","友發化工股份有限公司新竹廠","友發化工股份有限公司","","","","","","","","",,,,,"","","",""
228,"J5901961","2016/10/17","新竹縣","32-105-100001","2016/7/1","土壤及地下水污染整治法第41條第3項第1款",100000,"否","","","","全興避震器股份有限公司","全興避震器股份有限公司","全興避震器股份有限公司","新竹縣湖口鄉鳳山村仁義路１０號","新竹縣","湖口鄉","金屬加工處理業(其他金屬加工處理業)","新竹工業區","空氣污染;水污染;廢棄物;毒性化學物質;","新竹縣湖口鄉鳳山村仁義路10號",250216.1,2751492.3,250216.1,2751492.3,"屬於水污法定義範圍內之列管事業","電鍍業","湖口鄉","茄苳溪(南崁溪支流)"
